530.000 9.765 5.325 3.905
532.000 9.772 5.330 3.907
534.000 9.778 5.334 3.910
536.000 9.785 5.338 3.912
538.000 9.792 5.342 3.914
540.000 9.798 5.347 3.917
542.000 9.805 5.351 3.919
544.000 9.812 5.355 3.922
546.000 9.819 5.359 3.924
548.000 9.825 5.364 3.927
550.000 9.832 5.368 3.929
552.000 9.839 5.372 3.932
554.000 9.846 5.376 3.934
556.000 9.852 5.381 3.937
558.000 9.859 5.385 3.939
560.000 9.866 5.389 3.942
562.000 9.872 5.393 3.944
564.000 9.879 5.398 3.947
566.000 9.886 5.402 3.949
568.000 9.893 5.406 3.952
570.000 9.899 5.410 3.954
572.000 9.906 5.414 3.956
574.000 9.913 5.419 3.959
576.000 9.919 5.423 3.961
578.000 9.926 5.427 3.964
580.000 9.933 5.431 3.966
582.000 9.940 5.436 3.969
584.000 9.946 5.440 3.971
586.000 9.953 5.444 3.974
588.000 9.960 5.448 3.976
590.000 9.966 5.453 3.979
592.000 9.973 5.457 3.981
594.000 9.980 5.461 3.984
596.000 9.987 5.465 3.986
598.000 9.993 5.470 3.989
600.000 10.000 5.474 3.991
602.000 10.007 5.478 3.994
604.000 10.014 5.482 3.996
606.000 10.020 5.487 3.998
608.000 10.027 5.491 4.001
610.000 10.034 5.495 4.003
612.000 10.040 5.499 4.006
614.000 10.047 5.504 4.008
616.000 10.054 5.508 4.011
618.000 10.061 5.512 4.013
620.000 10.067 5.516 4.016
622.000 10.074 5.520 4.018
624.000 10.081 5.525 4.021
626.000 10.087 5.529 4.023
628.000 10.094 5.533 4.026
630.000 10.101 5.537 4.028
632.000 10.108 5.542 4.031
634.000 10.114 5.546 4.033
636.000 10.121 5.550 4.036
638.000 10.128 5.554 4.038
640.000 10.134 5.559 4.040
642.000 10.141 5.563 4.043
644.000 10.148 5.567 4.045
646.000 10.155 5.571 4.048
648.000 10.161 5.576 4.050
650.000 10.168 5.580 4.053
652.000 10.175 5.584 4.055
654.000 10.182 5.588 4.058
656.000 10.188 5.593 4.060
658.000 10.195 5.597 4.063
660.000 10.791 5.951 4.372
662.000 10.797 5.956 4.373
664.000 10.802 5.962 4.374
666.000 10.807 5.967 4.375
668.000 10.813 5.972 4.376
670.000 10.818 5.977 4.378
672.000 10.823 5.982 4.379
674.000 10.829 5.988 4.380
676.000 10.834 5.993 4.381
678.000 10.839 5.998 4.382
680.000 10.844 6.003 4.384
682.000 10.850 6.008 4.385
684.000 10.855 6.014 4.386
686.000 10.860 6.019 4.387
688.000 10.866 6.024 4.388
690.000 10.871 6.029 4.389
692.000 10.876 6.034 4.391
694.000 10.882 6.040 4.392
696.000 10.887 6.045 4.393
698.000 10.892 6.050 4.394
700.000 10.898 6.055 4.395
702.000 10.903 6.060 4.397
704.000 10.908 6.065 4.398
706.000 10.914 6.071 4.399
708.000 10.919 6.076 4.400
710.000 10.924 6.081 4.401
712.000 10.930 6.086 4.403
714.000 10.935 6.091 4.404
716.000 10.940 6.097 4.405
718.000 10.945 6.102 4.406
720.000 10.951 6.107 4.407
722.000 10.956 6.112 4.408
724.000 10.961 6.117 4.410
726.000 10.967 6.123 4.411
728.000 10.972 6.128 4.412
730.000 10.977 6.133 4.413
732.000 10.983 6.138 4.414
734.000 10.988 6.143 4.416
736.000 10.993 6.149 4.417
738.000 10.999 6.154 4.418
740.000 11.004 6.159 4.419
742.000 11.009 6.164 4.420
744.000 11.015 6.169 4.421
746.000 11.020 6.174 4.423
748.000 11.025 6.180 4.424
750.000 11.031 6.185 4.425
752.000 11.036 6.190 4.426
754.000 11.041 6.195 4.427
756.000 11.046 6.200 4.428
758.000 11.052 6.206 4.430
760.000 11.057 6.210 4.431
762.000 11.060 6.211 4.432
764.000 11.064 6.213 4.433
766.000 11.068 6.215 4.434
768.000 11.071 6.216 4.436
770.000 11.075 6.218 4.437
772.000 11.078 6.219 4.438
774.000 11.082 6.221 4.439
776.000 11.085 6.222 4.440
778.000 11.089 6.224 4.441
780.000 11.093 6.225 4.443
782.000 11.096 6.227 4.444
784.000 11.100 6.228 4.445
786.000 11.103 6.230 4.446
788.000 11.107 6.231 4.447
790.000 11.110 6.233 4.448
792.000 11.114 6.234 4.450
794.000 11.118 6.236 4.451
796.000 11.121 6.238 4.452
798.000 11.125 6.239 4.453
800.000 11.128 6.241 4.454
802.000 11.132 6.242 4.456
804.000 11.135 6.244 4.457
806.000 11.139 6.245 4.458
808.000 11.142 6.247 4.459
810.000 11.146 6.248 4.460
812.000 11.149 6.250 4.461
814.000 11.153 6.251 4.463
816.000 11.156 6.253 4.464
818.000 11.160 6.254 4.465
820.000 11.163 6.256 4.466
822.000 11.167 6.257 4.467
824.000 11.170 6.259 4.468
826.000 11.174 6.260 4.470
828.000 11.177 6.262 4.471
830.000 11.181 6.263 4.472
832.000 11.184 6.265 4.473
834.000 11.188 6.266 4.474
836.000 11.191 6.268 4.475
838.000 11.195 6.269 4.477
840.000 11.198 6.271 4.478
842.000 11.202 6.272 4.479
844.000 11.205 6.273 4.480
846.000 11.209 6.275 4.481
848.000 11.212 6.276 4.482
850.000 11.215 6.278 4.484
852.000 11.219 6.279 4.485
854.000 11.222 6.281 4.486
856.000 11.226 6.282 4.487
858.000 11.229 6.284 4.488
860.000 11.233 6.285 4.489
862.000 11.236 6.287 4.491
864.000 11.239 6.288 4.492
866.000 11.243 6.290 4.493
868.000 11.246 6.291 4.494
870.000 11.250 6.293 4.495
872.000 11.253 6.294 4.496
874.000 11.257 6.295 4.498
876.000 11.260 6.297 4.499
878.000 11.263 6.298 4.500
880.000 11.267 6.300 4.501
882.000 11.270 6.301 4.502
884.000 11.274 6.303 4.503
886.000 11.277 6.304 4.505
888.000 11.280 6.306 4.506
890.000 11.284 6.307 4.507
892.000 11.287 6.308 4.508
894.000 11.290 6.310 4.509
896.000 11.294 6.311 4.510
898.000 11.297 6.313 4.512
900.000 11.301 6.314 4.513
902.000 11.304 6.316 4.514
904.000 11.307 6.317 4.515
906.000 11.311 6.318 4.516
908.000 11.314 6.320 4.517
910.000 11.317 6.321 4.518
912.000 11.321 6.323 4.520
914.000 11.324 6.324 4.521
916.000 11.327 6.326 4.522
918.000 11.331 6.327 4.523
920.000 11.334 6.328 4.524
922.000 11.337 6.330 4.525
924.000 11.341 6.331 4.527
926.000 11.344 6.333 4.528
928.000 11.347 6.334 4.529
930.000 11.351 6.335 4.530
932.000 11.354 6.337 4.531
934.000 11.357 6.338 4.532
936.000 11.361 6.340 4.534
938.000 11.364 6.341 4.535
940.000 11.367 6.342 4.536
942.000 11.371 6.344 4.537
944.000 11.374 6.345 4.538
946.000 11.377 6.347 4.539
948.000 11.380 6.348 4.540
950.000 11.384 6.349 4.542
952.000 11.387 6.351 4.543
954.000 11.390 6.352 4.544
956.000 11.394 6.354 4.545
958.000 11.397 6.355 4.546
960.000 11.400 6.356 4.547
962.000 11.403 6.358 4.549
964.000 11.407 6.359 4.550
966.000 11.410 6.360 4.551
968.000 11.413 6.362 4.552
970.000 11.416 6.363 4.553
972.000 11.420 6.365 4.554
974.000 11.423 6.366 4.555
976.000 11.426 6.367 4.557
978.000 11.429 6.369 4.558
980.000 11.433 6.370 4.559
982.000 11.436 6.371 4.560
984.000 11.439 6.373 4.561
986.000 11.442 6.374 4.562
988.000 11.446 6.375 4.564
990.000 11.449 6.377 4.565
992.000 11.452 6.378 4.566
994.000 11.455 6.380 4.567
996.000 11.458 6.381 4.568
998.000 11.462 6.382 4.569
1000.000 11.465 6.384 4.570
