0.000 5.800 3.360 2.720
2.000 5.800 3.360 2.720
4.000 5.800 3.360 2.720
6.000 5.800 3.360 2.720
8.000 5.800 3.360 2.720
10.000 5.800 3.360 2.720
12.000 5.800 3.360 2.720
14.000 5.800 3.360 2.720
16.000 5.800 3.360 2.720
18.000 5.800 3.360 2.720
20.000 6.500 3.750 2.920
22.000 6.500 3.750 2.920
24.000 6.500 3.750 2.920
26.000 6.500 3.750 2.920
28.000 6.500 3.750 2.920
30.000 6.500 3.750 2.920
32.000 6.500 3.750 2.920
34.000 6.500 3.750 2.920
36.000 8.040 4.471 3.321
38.000 8.040 4.471 3.322
40.000 8.041 4.472 3.323
42.000 8.041 4.473 3.324
44.000 8.041 4.473 3.326
46.000 8.041 4.474 3.327
48.000 8.042 4.475 3.328
50.000 8.042 4.475 3.329
52.000 8.042 4.476 3.330
54.000 8.042 4.477 3.332
56.000 8.043 4.478 3.333
58.000 8.043 4.478 3.334
60.000 8.043 4.479 3.335
62.000 8.043 4.480 3.336
64.000 8.043 4.480 3.338
66.000 8.044 4.481 3.339
68.000 8.044 4.482 3.340
70.000 8.044 4.483 3.341
72.000 8.044 4.483 3.342
74.000 8.045 4.484 3.344
76.000 8.045 4.485 3.345
78.000 8.045 4.485 3.346
80.000 8.045 4.486 3.347
82.000 8.046 4.487 3.349
84.000 8.046 4.487 3.350
86.000 8.046 4.488 3.351
88.000 8.046 4.489 3.352
90.000 8.047 4.490 3.353
92.000 8.047 4.490 3.355
94.000 8.047 4.491 3.356
96.000 8.047 4.492 3.357
98.000 8.047 4.492 3.358
100.000 8.048 4.493 3.359
102.000 8.048 4.494 3.361
104.000 8.048 4.495 3.362
106.000 8.048 4.495 3.363
108.000 8.049 4.496 3.364
110.000 8.049 4.497 3.366
112.000 8.049 4.497 3.367
114.000 8.049 4.498 3.368
116.000 8.050 4.499 3.369
118.000 8.050 4.499 3.370
120.000 8.051 4.500 3.372
122.000 8.057 4.501 3.373
124.000 8.063 4.501 3.374
126.000 8.068 4.501 3.375
128.000 8.074 4.502 3.376
130.000 8.079 4.502 3.378
132.000 8.085 4.503 3.379
134.000 8.090 4.503 3.380
136.000 8.096 4.503 3.381
138.000 8.101 4.504 3.382
140.000 8.107 4.504 3.384
142.000 8.113 4.505 3.385
144.000 8.118 4.505 3.386
146.000 8.124 4.505 3.387
148.000 8.129 4.506 3.389
150.000 8.135 4.506 3.390
152.000 8.140 4.507 3.391
154.000 8.146 4.507 3.392
156.000 8.151 4.507 3.393
158.000 8.157 4.508 3.395
160.000 8.163 4.508 3.396
162.000 8.168 4.509 3.397
164.000 8.174 4.509 3.398
166.000 8.179 4.509 3.399
168.000 8.185 4.510 3.401
170.000 8.190 4.510 3.402
172.000 8.196 4.511 3.403
174.000 8.201 4.511 3.404
176.000 8.207 4.511 3.405
178.000 8.213 4.512 3.407
180.000 8.218 4.512 3.408
182.000 8.224 4.513 3.409
184.000 8.229 4.513 3.410
186.000 8.235 4.513 3.412
188.000 8.240 4.514 3.413
190.000 8.246 4.514 3.414
192.000 8.251 4.515 3.415
194.000 8.257 4.515 3.416
196.000 8.263 4.515 3.418
198.000 8.268 4.516 3.419
200.000 8.274 4.516 3.420
202.000 8.279 4.517 3.421
204.000 8.285 4.517 3.422
206.000 8.290 4.517 3.424
208.000 8.296 4.518 3.425
210.000 8.302 4.523 3.426
212.000 8.309 4.526 3.427
214.000 8.316 4.530 3.429
216.000 8.324 4.533 3.430
218.000 8.331 4.537 3.431
220.000 8.338 4.540 3.432
222.000 8.346 4.544 3.433
224.000 8.353 4.547 3.435
226.000 8.360 4.551 3.436
228.000 8.368 4.554 3.437
230.000 8.375 4.558 3.438
232.000 8.382 4.561 3.439
234.000 8.389 4.565 3.441
236.000 8.397 4.568 3.442
238.000 8.404 4.572 3.443
240.000 8.411 4.575 3.444
242.000 8.419 4.579 3.445
244.000 8.426 4.582 3.447
246.000 8.433 4.586 3.448
248.000 8.441 4.589 3.449
250.000 8.448 4.592 3.450
252.000 8.455 4.596 3.452
254.000 8.462 4.599 3.453
256.000 8.470 4.603 3.454
258.000 8.477 4.606 3.455
260.000 8.484 4.610 3.456
262.000 8.492 4.613 3.458
264.000 8.499 4.617 3.459
266.000 8.506 4.620 3.460
268.000 8.514 4.624 3.461
270.000 8.521 4.627 3.462
272.000 8.528 4.631 3.464
274.000 8.535 4.634 3.465
276.000 8.543 4.638 3.466
278.000 8.550 4.641 3.467
280.000 8.557 4.645 3.469
282.000 8.565 4.648 3.470
284.000 8.572 4.652 3.471
286.000 8.579 4.655 3.472
288.000 8.587 4.659 3.473
290.000 8.594 4.662 3.475
292.000 8.601 4.666 3.476
294.000 8.608 4.669 3.477
296.000 8.616 4.673 3.478
298.000 8.623 4.676 3.479
300.000 8.630 4.679 3.481
302.000 8.638 4.683 3.482
304.000 8.645 4.686 3.483
306.000 8.652 4.690 3.484
308.000 8.660 4.693 3.485
310.000 8.667 4.697 3.487
312.000 8.674 4.700 3.488
314.000 8.681 4.704 3.489
316.000 8.689 4.707 3.490
318.000 8.696 4.711 3.492
320.000 8.703 4.714 3.493
322.000 8.711 4.718 3.494
324.000 8.718 4.721 3.495
326.000 8.725 4.725 3.496
328.000 8.733 4.728 3.498
330.000 8.740 4.732 3.499
332.000 8.747 4.735 3.500
334.000 8.754 4.739 3.501
336.000 8.762 4.742 3.502
338.000 8.769 4.746 3.504
340.000 8.776 4.749 3.505
342.000 8.784 4.753 3.506
344.000 8.791 4.756 3.507
346.000 8.798 4.760 3.508
348.000 8.806 4.763 3.510
350.000 8.813 4.766 3.511
352.000 8.820 4.770 3.512
354.000 8.827 4.773 3.513
356.000 8.835 4.777 3.515
358.000 8.842 4.780 3.516
360.000 8.849 4.784 3.517
362.000 8.857 4.787 3.518
364.000 8.864 4.791 3.519
366.000 8.871 4.794 3.521
368.000 8.879 4.798 3.522
370.000 8.886 4.801 3.523
372.000 8.893 4.805 3.524
374.000 8.900 4.808 3.525
376.000 8.908 4.812 3.527
378.000 8.915 4.815 3.528
380.000 8.922 4.819 3.529
382.000 8.930 4.822 3.530
384.000 8.937 4.826 3.532
386.000 8.944 4.829 3.533
388.000 8.952 4.833 3.534
390.000 8.959 4.836 3.535
392.000 8.966 4.840 3.536
394.000 8.973 4.843 3.538
396.000 8.981 4.847 3.539
398.000 8.988 4.850 3.540
400.000 8.995 4.853 3.541
402.000 9.003 4.857 3.542
404.000 9.010 4.860 3.544
406.000 9.017 4.864 3.545
408.000 9.025 4.867 3.546
410.000 9.362 5.071 3.756
412.000 9.368 5.075 3.759
414.000 9.375 5.080 3.761
416.000 9.382 5.084 3.764
418.000 9.389 5.088 3.766
420.000 9.395 5.092 3.769
422.000 9.402 5.096 3.771
424.000 9.409 5.101 3.774
426.000 9.415 5.105 3.776
428.000 9.422 5.109 3.779
430.000 9.429 5.113 3.781
432.000 9.436 5.118 3.784
434.000 9.442 5.122 3.786
436.000 9.449 5.126 3.788
438.000 9.456 5.130 3.791
440.000 9.462 5.135 3.793
442.000 9.469 5.139 3.796
444.000 9.476 5.143 3.798
446.000 9.483 5.147 3.801
448.000 9.489 5.152 3.803
450.000 9.496 5.156 3.806
452.000 9.503 5.160 3.808
454.000 9.510 5.164 3.811
456.000 9.516 5.169 3.813
458.000 9.523 5.173 3.816
460.000 9.530 5.177 3.818
462.000 9.536 5.181 3.821
464.000 9.543 5.186 3.823
466.000 9.550 5.190 3.826
468.000 9.557 5.194 3.828
470.000 9.563 5.198 3.830
472.000 9.570 5.202 3.833
474.000 9.577 5.207 3.835
476.000 9.583 5.211 3.838
478.000 9.590 5.215 3.840
480.000 9.597 5.219 3.843
482.000 9.604 5.224 3.845
484.000 9.610 5.228 3.848
486.000 9.617 5.232 3.850
488.000 9.624 5.236 3.853
490.000 9.630 5.241 3.855
492.000 9.637 5.245 3.858
494.000 9.644 5.249 3.860
496.000 9.651 5.253 3.863
498.000 9.657 5.258 3.865
500.000 9.664 5.262 3.868
502.000 9.671 5.266 3.870
504.000 9.678 5.270 3.872
506.000 9.684 5.275 3.875
508.000 9.691 5.279 3.877
510.000 9.698 5.283 3.880
512.000 9.704 5.287 3.882
514.000 9.711 5.292 3.885
516.000 9.718 5.296 3.887
518.000 9.725 5.300 3.890
520.000 9.731 5.304 3.892
522.000 9.738 5.308 3.895
524.000 9.745 5.313 3.897
526.000 9.751 5.317 3.900
528.000 9.758 5.321 3.902
